Date,Trial Name,File Path,Duration
2023-03-13,droop_error_10_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,106.61243891716003
2023-03-13,droop_error_20_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,166.7675063610077
2023-03-13,droop_error_30_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,181.46308398246765
2023-03-13,droop_error_40_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,87.55195426940918
2023-03-13,droop_error_50_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,125.28469109535217
2023-03-13,droop_error_60_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,131.51806259155273
2023-03-13,droop_error_70_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,202.892657995224
2023-03-13,droop_error_80_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,148.95059204101562
2023-03-13,droop_error_90_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,158.079300880432129
2023-03-13,droop_error_99_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/droop_synthetic_dataset/synthetic_text.png,220.803405046463013
