Date,Trial Name,File Path,Duration
2023-03-16,regression_within_line_error_10_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,112.33898115158081
2023-03-16,regression_within_line_error_20_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,99.31756448745728
2023-03-16,regression_within_line_error_30_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,112.9078574180603
2023-03-16,regression_within_line_error_40_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,113.39926409721375
2023-03-16,regression_within_line_error_50_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,105.08213114738464
2023-03-16,regression_within_line_error_60_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,106.0799925327301
2023-03-16,regression_within_line_error_70_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,91.09138798713684
2023-03-16,regression_within_line_error_80_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,101.63982486724854
2023-03-16,regression_within_line_error_90_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,94.6170380115509
2023-03-16,regression_within_line_error_99_margie.json,G:/My Drive/.EVERYTHING COLBY/GITHUB/FIX8 - LATEST - Copy/fix8/datasets/Synthetic/regression_within_line_synthetic_dataset/synthetic_text.png,141.27003264427185
